Crew_ID,Age,Stress_Level,Crew_Role,Fitness_Level,Species,Home_Planet,Ship_Name,Recent_Medical_Incident
CRW2265,98,90,Medical Officer,Moderate,Krell,Aquaros,SS Andromeda,False
CRW2266,52,84,Communications Officer,Low,Aquarion,Krellar,SS Orion,False
CRW2267,68,81,Navigator,Low,Synthoid,Eldar,SS Aurora,False
CRW2268,76,76,Communications Officer,Moderate,Felid,Earth,SS Orion,False
CRW2269,127,79,Engineer,High,Felid,Zeta Reticuli,SS Orion,True
CRW2270,179,72,Engineer,Moderate,Draconian,Aquaros,SS Andromeda,True
CRW2271,142,62,Medical Officer,Low,Andromedan,Earth,SS Aurora,False
CRW2272,76,75,Scientist,High,Synthoid,Zylar IV,SS Orion,False
CRW2273,165,43,Pilot,Moderate,Vulperian,Vulpes,SS Odyssey,False
CRW2274,33,37,Pilot,Low,Synthoid,Dracos,SS Odyssey,False
CRW2275,166,82,Medical Officer,High,Synthoid,Zeta Reticuli,SS Aurora,False
CRW2276,165,59,Communications Officer,Moderate,Felid,Krellar,SS Odyssey,True
CRW2277,161,70,Engineer,High,Krell,Aquaros,SS Endeavor,False
CRW2278,157,98,Communications Officer,High,Felid,Eldar,SS Endeavor,False
CRW2279,24,47,Navigator,Moderate,Andromedan,Krellar,SS Aurora,False
CRW2280,165,17,Scientist,High,Aquarion,Zylar IV,SS Orion,False
CRW2281,51,15,Medical Officer,High,Zetan,Zeta Reticuli,SS Aurora,False
CRW2282,44,54,Pilot,Low,Zetan,Nova Terra,SS Odyssey,True
CRW2283,113,38,Security,High,Felid,Zylar IV,SS Aurora,True
CRW2284,136,67,Communications Officer,Low,Draconian,Eldar,SS Odyssey,False
CRW2285,125,58,Engineer,Low,Eldari,Zylar IV,SS Endeavor,False
CRW2286,139,88,Security,High,Felid,Aquaros,SS Aurora,False
CRW2287,26,95,Navigator,High,Synthoid,Krellar,SS Solaris,False
CRW2288,125,61,Medical Officer,Moderate,Draconian,Aquaros,SS Odyssey,False
CRW2289,129,12,Communications Officer,Moderate,Eldari,Earth,SS Solaris,False
CRW2290,86,80,Pilot,High,Aquarion,Vulpes,SS Endeavor,True
CRW2291,142,100,Communications Officer,Moderate,Felid,Krellar,SS Orion,False
CRW2292,51,5,Scientist,High,Aquarion,Vulpes,SS Odyssey,False
CRW2293,170,82,Security,Low,Andromedan,Aquaros,SS Orion,False
CRW2294,105,76,Scientist,High,Zetan,Nova Terra,SS Endeavor,True
CRW2295,171,59,Navigator,High,Zetan,Zeta Reticuli,SS Orion,False
CRW2296,53,89,Pilot,High,Felid,Eldar,SS Odyssey,False
CRW2297,182,13,Security,Low,Draconian,Felix,SS Andromeda,False
CRW2298,37,94,Navigator,Moderate,Felid,Zylar IV,SS Odyssey,False
CRW2299,59,53,Scientist,Low,Krell,Zylar IV,SS Odyssey,False
CRW2300,163,3,Scientist,High,Zetan,Felix,SS Solaris,False
CRW2301,57,38,Security,High,Krell,Vulpes,SS Andromeda,False
CRW2302,172,71,Pilot,High,Krell,Eldar,SS Andromeda,False
CRW2303,135,24,Scientist,Moderate,Aquarion,Krellar,SS Andromeda,False
CRW2304,87,76,Medical Officer,Moderate,Andromedan,Zeta Reticuli,SS Odyssey,False
CRW2305,126,31,Navigator,Moderate,Draconian,Dracos,SS Endeavor,False
CRW2306,106,58,Security,High,Xel'Naga,Vulpes,SS Andromeda,False
CRW2307,23,62,Engineer,Low,Draconian,Krellar,SS Aurora,False
CRW2308,96,37,Engineer,High,Krell,Krellar,SS Orion,True
CRW2309,88,91,Pilot,Low,Eldari,Eldar,SS Endeavor,False
CRW2310,172,52,Medical Officer,High,Eldari,Eldar,SS Aurora,True
CRW2311,175,93,Scientist,Moderate,Andromedan,Andromeda Prime,SS Odyssey,True
CRW2312,76,66,Engineer,High,Aquarion,Zylar IV,SS Odyssey,True
CRW2313,27,27,Pilot,Moderate,Aquarion,Zeta Reticuli,SS Aurora,True
CRW2314,184,2,Navigator,Moderate,Krell,Earth,SS Solaris,False
CRW2315,171,97,Medical Officer,Moderate,Krell,Vulpes,SS Solaris,False
CRW2316,192,79,Medical Officer,Moderate,Vulperian,Zeta Reticuli,SS Aurora,False
CRW2317,164,21,Communications Officer,Moderate,Vulperian,Andromeda Prime,SS Solaris,False
CRW2318,107,95,Pilot,Moderate,Krell,Andromeda Prime,SS Orion,False
CRW2319,81,37,Pilot,Low,Zetan,Zeta Reticuli,SS Orion,False
CRW2320,122,71,Communications Officer,High,Draconian,Eldar,SS Odyssey,False
CRW2321,33,71,Scientist,Moderate,Zetan,Krellar,SS Solaris,False
CRW2322,70,61,Pilot,Moderate,Aquarion,Dracos,SS Andromeda,False
CRW2323,63,56,Communications Officer,High,Xel'Naga,Zeta Reticuli,SS Aurora,True
CRW2324,187,5,Scientist,Moderate,Draconian,Vulpes,SS Orion,False
CRW2325,103,77,Scientist,High,Zetan,Earth,SS Solaris,False
CRW2326,194,31,Security,High,Zetan,Zylar IV,SS Solaris,False
CRW2327,56,98,Medical Officer,High,Human,Andromeda Prime,SS Orion,False
CRW2328,179,9,Navigator,High,Draconian,Nova Terra,SS Orion,True
CRW2329,179,2,Medical Officer,Moderate,Xel'Naga,Nova Terra,SS Andromeda,True
CRW2330,155,58,Medical Officer,Moderate,Andromedan,Krellar,SS Solaris,False
CRW2331,88,75,Security,Low,Andromedan,Eldar,SS Solaris,False
CRW2332,101,48,Scientist,Moderate,Zetan,Zylar IV,SS Endeavor,False
CRW2333,28,58,Scientist,High,Krell,Andromeda Prime,SS Odyssey,False
CRW2334,35,30,Pilot,Low,Xel'Naga,Nova Terra,SS Andromeda,False
CRW2335,94,92,Security,Low,Xel'Naga,Nova Terra,SS Orion,False
CRW2336,164,68,Pilot,Moderate,Aquarion,Dracos,SS Orion,False
CRW2337,170,61,Security,Moderate,Felid,Zeta Reticuli,SS Aurora,True
CRW2338,184,51,Pilot,Low,Eldari,Felix,SS Odyssey,True
CRW2339,87,88,Engineer,Moderate,Human,Aquaros,SS Orion,False
CRW2340,112,40,Communications Officer,Low,Aquarion,Zylar IV,SS Solaris,False
CRW2341,151,30,Medical Officer,High,Xel'Naga,Aquaros,SS Orion,True
CRW2342,184,84,Medical Officer,High,Felid,Felix,SS Solaris,False
CRW2343,41,83,Navigator,Moderate,Synthoid,Earth,SS Solaris,False
CRW2344,31,21,Communications Officer,Moderate,Krell,Eldar,SS Andromeda,False
CRW2345,46,3,Scientist,Low,Xel'Naga,Zeta Reticuli,SS Orion,True
CRW2346,46,12,Navigator,Low,Human,Earth,SS Andromeda,False
CRW2347,75,44,Engineer,High,Xel'Naga,Vulpes,SS Odyssey,False
CRW2348,54,41,Navigator,High,Draconian,Andromeda Prime,SS Solaris,False
CRW2349,185,48,Medical Officer,Low,Draconian,Aquaros,SS Odyssey,False
CRW2350,116,19,Scientist,Moderate,Felid,Krellar,SS Orion,False
CRW2351,35,76,Engineer,High,Vulperian,Vulpes,SS Odyssey,False
CRW2352,86,80,Medical Officer,Moderate,Human,Zylar IV,SS Odyssey,False
CRW2353,131,53,Communications Officer,Moderate,Felid,Andromeda Prime,SS Orion,False
CRW2354,101,35,Pilot,Moderate,Zetan,Nova Terra,SS Andromeda,False
CRW2355,75,96,Security,Moderate,Eldari,Aquaros,SS Andromeda,False
CRW2356,146,0,Engineer,High,Zetan,Zeta Reticuli,SS Solaris,False
CRW2357,152,14,Scientist,Low,Eldari,Zeta Reticuli,SS Solaris,False
CRW2358,190,76,Navigator,Moderate,Eldari,Vulpes,SS Orion,False
CRW2359,155,16,Communications Officer,Moderate,Eldari,Vulpes,SS Orion,False
CRW2360,46,23,Navigator,High,Andromedan,Eldar,SS Endeavor,False
CRW2361,162,57,Engineer,Moderate,Eldari,Nova Terra,SS Endeavor,True
CRW2362,138,71,Communications Officer,High,Xel'Naga,Dracos,SS Aurora,False
CRW2363,157,90,Scientist,High,Synthoid,Aquaros,SS Solaris,True
CRW2364,170,22,Engineer,Moderate,Human,Earth,SS Odyssey,False
CRW2365,46,45,Scientist,High,Synthoid,Zylar IV,SS Aurora,False
CRW2366,100,71,Navigator,Moderate,Vulperian,Aquaros,SS Aurora,True
CRW2367,89,7,Medical Officer,High,Xel'Naga,Felix,SS Andromeda,False
CRW2368,194,58,Communications Officer,Moderate,Felid,Aquaros,SS Odyssey,False
CRW2369,33,89,Pilot,High,Eldari,Felix,SS Andromeda,False
CRW2370,53,58,Medical Officer,High,Andromedan,Nova Terra,SS Endeavor,False
CRW2371,149,12,Pilot,High,Aquarion,Aquaros,SS Aurora,False
CRW2372,117,38,Navigator,Low,Zetan,Eldar,SS Endeavor,False
CRW2373,113,100,Communications Officer,Low,Draconian,Aquaros,SS Odyssey,False
CRW2374,162,27,Medical Officer,High,Felid,Krellar,SS Odyssey,True
CRW2375,52,88,Medical Officer,Moderate,Human,Krellar,SS Solaris,False
CRW2376,99,60,Engineer,Moderate,Synthoid,Andromeda Prime,SS Orion,True
CRW2377,41,15,Security,Low,Xel'Naga,Zylar IV,SS Andromeda,False
CRW2378,167,1,Navigator,High,Aquarion,Krellar,SS Solaris,False
CRW2379,81,81,Scientist,Moderate,Krell,Zylar IV,SS Solaris,False
CRW2380,155,16,Navigator,High,Krell,Zeta Reticuli,SS Andromeda,False
CRW2381,181,29,Scientist,High,Draconian,Eldar,SS Andromeda,False
CRW2382,114,12,Communications Officer,Low,Krell,Nova Terra,SS Odyssey,False
CRW2383,64,95,Scientist,Moderate,Zetan,Nova Terra,SS Odyssey,False
CRW2384,151,92,Pilot,High,Vulperian,Krellar,SS Aurora,True
CRW2385,81,93,Scientist,High,Krell,Felix,SS Endeavor,False
CRW2386,172,81,Scientist,Moderate,Draconian,Eldar,SS Odyssey,True
CRW2387,52,12,Engineer,Moderate,Vulperian,Zeta Reticuli,SS Solaris,False
CRW2388,26,42,Medical Officer,High,Zetan,Earth,SS Aurora,False
CRW2389,183,84,Navigator,Low,Draconian,Eldar,SS Aurora,False
CRW2390,31,93,Navigator,High,Krell,Andromeda Prime,SS Solaris,False
CRW2391,110,20,Communications Officer,High,Eldari,Nova Terra,SS Odyssey,True
CRW2392,151,54,Communications Officer,Low,Human,Felix,SS Solaris,False
CRW2393,147,80,Scientist,High,Krell,Andromeda Prime,SS Orion,True
CRW2394,32,39,Security,High,Draconian,Nova Terra,SS Odyssey,True
CRW2395,199,82,Navigator,Moderate,Human,Zeta Reticuli,SS Endeavor,False
CRW2396,180,14,Communications Officer,Low,Human,Felix,SS Solaris,True
CRW2397,77,72,Scientist,High,Vulperian,Felix,SS Odyssey,False
CRW2398,104,51,Communications Officer,Low,Zetan,Aquaros,SS Andromeda,False
CRW2399,158,73,Pilot,Moderate,Krell,Dracos,SS Orion,False
CRW2400,120,94,Pilot,High,Aquarion,Eldar,SS Endeavor,False
CRW2401,170,52,Communications Officer,Moderate,Eldari,Eldar,SS Odyssey,False
CRW2402,94,86,Pilot,High,Zetan,Aquaros,SS Andromeda,False
CRW2403,177,51,Communications Officer,Moderate,Aquarion,Earth,SS Odyssey,False
CRW2404,136,29,Scientist,Moderate,Felid,Felix,SS Andromeda,False
CRW2405,28,32,Engineer,Low,Aquarion,Nova Terra,SS Endeavor,False
CRW2406,101,56,Security,High,Synthoid,Earth,SS Orion,True
CRW2407,165,51,Scientist,Moderate,Felid,Eldar,SS Andromeda,False
CRW2408,118,8,Engineer,Moderate,Vulperian,Krellar,SS Aurora,False
CRW2409,25,53,Engineer,High,Andromedan,Krellar,SS Endeavor,False
CRW2410,25,0,Navigator,High,Xel'Naga,Vulpes,SS Endeavor,False
CRW2411,124,43,Scientist,High,Xel'Naga,Zylar IV,SS Solaris,False
CRW2412,61,98,Scientist,Moderate,Felid,Krellar,SS Orion,False
CRW2413,38,74,Communications Officer,Moderate,Vulperian,Krellar,SS Aurora,False
CRW2414,122,97,Engineer,High,Vulperian,Nova Terra,SS Aurora,False
CRW2415,124,79,Engineer,Low,Aquarion,Vulpes,SS Solaris,True
CRW2416,145,8,Engineer,Low,Vulperian,Nova Terra,SS Andromeda,False
CRW2417,73,31,Communications Officer,Moderate,Aquarion,Eldar,SS Andromeda,False
CRW2418,73,14,Navigator,High,Zetan,Andromeda Prime,SS Aurora,False
CRW2419,185,11,Scientist,Moderate,Andromedan,Earth,SS Orion,False
CRW2420,145,96,Engineer,High,Synthoid,Eldar,SS Andromeda,True
CRW2421,187,77,Pilot,High,Aquarion,Andromeda Prime,SS Endeavor,False
CRW2422,199,56,Scientist,Moderate,Vulperian,Zeta Reticuli,SS Odyssey,True
CRW2423,84,7,Communications Officer,High,Human,Felix,SS Solaris,False
CRW2424,137,71,Navigator,High,Krell,Zeta Reticuli,SS Orion,False
CRW2425,83,26,Pilot,High,Xel'Naga,Nova Terra,SS Andromeda,False
CRW2426,28,61,Communications Officer,High,Andromedan,Dracos,SS Odyssey,False
CRW2427,176,11,Medical Officer,High,Krell,Dracos,SS Aurora,False
CRW2428,113,64,Scientist,Low,Draconian,Andromeda Prime,SS Solaris,False
CRW2429,35,41,Medical Officer,High,Vulperian,Krellar,SS Andromeda,False
CRW2430,107,61,Communications Officer,High,Aquarion,Nova Terra,SS Aurora,False
CRW2431,154,10,Communications Officer,High,Felid,Andromeda Prime,SS Andromeda,False
CRW2432,151,42,Communications Officer,Low,Synthoid,Nova Terra,SS Solaris,False
CRW2433,83,94,Engineer,Moderate,Human,Andromeda Prime,SS Endeavor,True
CRW2434,170,16,Navigator,High,Synthoid,Zeta Reticuli,SS Endeavor,False
CRW2435,100,96,Engineer,Low,Krell,Vulpes,SS Odyssey,False
CRW2436,170,31,Navigator,High,Human,Nova Terra,SS Aurora,False
CRW2437,159,92,Security,High,Eldari,Vulpes,SS Endeavor,False
CRW2438,79,84,Engineer,High,Xel'Naga,Felix,SS Solaris,False
CRW2439,141,84,Medical Officer,High,Vulperian,Felix,SS Aurora,False
CRW2440,188,39,Navigator,High,Draconian,Zeta Reticuli,SS Andromeda,False
CRW2441,154,22,Engineer,Moderate,Krell,Dracos,SS Orion,False
CRW2442,86,55,Scientist,High,Aquarion,Aquaros,SS Andromeda,False
CRW2443,34,5,Communications Officer,Moderate,Xel'Naga,Earth,SS Solaris,False
CRW2444,103,85,Navigator,High,Draconian,Eldar,SS Odyssey,False
CRW2445,194,49,Navigator,High,Synthoid,Earth,SS Aurora,False
CRW2446,181,36,Engineer,Moderate,Xel'Naga,Earth,SS Andromeda,False
CRW2447,185,63,Security,Low,Draconian,Eldar,SS Aurora,False
CRW2448,160,53,Engineer,High,Felid,Zeta Reticuli,SS Endeavor,False
CRW2449,170,71,Medical Officer,Moderate,Felid,Zeta Reticuli,SS Orion,True
CRW2450,73,48,Medical Officer,High,Draconian,Dracos,SS Solaris,False
CRW2451,138,98,Navigator,High,Synthoid,Aquaros,SS Andromeda,False
CRW2452,47,10,Navigator,High,Draconian,Zylar IV,SS Orion,False
CRW2453,55,87,Engineer,High,Felid,Earth,SS Solaris,False
CRW2454,73,48,Medical Officer,High,Andromedan,Krellar,SS Solaris,True
CRW2455,133,20,Medical Officer,High,Human,Earth,SS Odyssey,False
CRW2456,103,65,Security,Moderate,Andromedan,Zylar IV,SS Endeavor,True
CRW2457,178,62,Scientist,High,Synthoid,Nova Terra,SS Odyssey,True
CRW2458,187,82,Security,Moderate,Zetan,Dracos,SS Odyssey,False
CRW2459,63,27,Pilot,High,Xel'Naga,Vulpes,SS Aurora,False
CRW2460,42,16,Communications Officer,Moderate,Eldari,Vulpes,SS Aurora,False
CRW2461,63,5,Security,Moderate,Aquarion,Zylar IV,SS Orion,True
CRW2462,162,18,Engineer,High,Aquarion,Earth,SS Endeavor,False
CRW2463,134,55,Scientist,High,Krell,Vulpes,SS Solaris,False
CRW2464,126,27,Engineer,Moderate,Krell,Zylar IV,SS Endeavor,True
CRW2465,38,65,Communications Officer,Low,Synthoid,Eldar,SS Endeavor,True
CRW2466,141,37,Pilot,High,Krell,Zeta Reticuli,SS Orion,False
CRW2467,158,36,Scientist,High,Aquarion,Andromeda Prime,SS Aurora,True
CRW2468,190,67,Navigator,Low,Andromedan,Zeta Reticuli,SS Endeavor,True
CRW2469,150,85,Medical Officer,High,Eldari,Earth,SS Endeavor,False
CRW2470,151,89,Security,Moderate,Felid,Zylar IV,SS Endeavor,False
CRW2471,81,48,Engineer,High,Aquarion,Nova Terra,SS Andromeda,False
CRW2472,69,42,Pilot,High,Andromedan,Vulpes,SS Endeavor,True
CRW2473,50,35,Medical Officer,Moderate,Zetan,Vulpes,SS Endeavor,False
CRW2474,118,57,Security,Moderate,Synthoid,Vulpes,SS Solaris,False
CRW2475,31,12,Medical Officer,High,Vulperian,Zylar IV,SS Odyssey,False
CRW2476,79,51,Security,Moderate,Zetan,Zeta Reticuli,SS Andromeda,True
CRW2477,42,57,Navigator,Moderate,Felid,Nova Terra,SS Endeavor,False
CRW2478,49,31,Scientist,Moderate,Zetan,Zylar IV,SS Odyssey,True
CRW2479,55,80,Medical Officer,High,Aquarion,Earth,SS Endeavor,True
CRW2480,29,99,Medical Officer,Moderate,Synthoid,Dracos,SS Orion,False
CRW2481,198,59,Medical Officer,Moderate,Human,Earth,SS Orion,True
CRW2482,100,82,Scientist,Moderate,Draconian,Andromeda Prime,SS Odyssey,False
CRW2483,166,57,Pilot,Moderate,Zetan,Felix,SS Andromeda,True
CRW2484,108,98,Security,High,Krell,Dracos,SS Solaris,False
CRW2485,109,55,Navigator,Moderate,Andromedan,Earth,SS Andromeda,False
CRW2486,194,27,Medical Officer,Moderate,Human,Felix,SS Andromeda,False
CRW2487,90,0,Communications Officer,High,Synthoid,Nova Terra,SS Orion,True
CRW2488,181,41,Scientist,Moderate,Vulperian,Aquaros,SS Orion,False
CRW2489,193,81,Pilot,High,Eldari,Aquaros,SS Solaris,False
CRW2490,108,47,Security,Moderate,Human,Aquaros,SS Endeavor,False
CRW2491,122,39,Scientist,High,Vulperian,Felix,SS Solaris,False
CRW2492,29,96,Navigator,Moderate,Aquarion,Andromeda Prime,SS Endeavor,False
CRW2493,98,62,Navigator,Low,Xel'Naga,Andromeda Prime,SS Odyssey,False
CRW2494,108,75,Security,Moderate,Draconian,Aquaros,SS Odyssey,False
CRW2495,64,71,Medical Officer,Low,Aquarion,Eldar,SS Aurora,False
CRW2496,150,87,Navigator,Low,Synthoid,Vulpes,SS Orion,False
CRW2497,130,79,Pilot,High,Xel'Naga,Dracos,SS Aurora,False
CRW2498,173,3,Scientist,Moderate,Vulperian,Dracos,SS Aurora,False
CRW2499,173,37,Pilot,Moderate,Xel'Naga,Vulpes,SS Orion,False
CRW2500,38,26,Medical Officer,Low,Eldari,Zeta Reticuli,SS Aurora,False
CRW2501,154,8,Pilot,High,Krell,Eldar,SS Andromeda,False
CRW2502,169,15,Pilot,Low,Krell,Aquaros,SS Endeavor,False
CRW2503,42,55,Engineer,Moderate,Aquarion,Vulpes,SS Solaris,False
CRW2504,79,75,Pilot,Moderate,Felid,Zylar IV,SS Orion,False
CRW2505,180,30,Security,High,Aquarion,Dracos,SS Andromeda,False
CRW2506,131,87,Scientist,High,Synthoid,Zylar IV,SS Odyssey,False
CRW2507,160,13,Engineer,Moderate,Synthoid,Vulpes,SS Solaris,False
CRW2508,164,24,Scientist,High,Andromedan,Vulpes,SS Solaris,True
CRW2509,156,33,Scientist,Low,Eldari,Earth,SS Solaris,True
CRW2510,49,66,Medical Officer,High,Synthoid,Earth,SS Aurora,True
CRW2511,72,23,Medical Officer,Moderate,Zetan,Nova Terra,SS Aurora,True
CRW2512,26,72,Engineer,High,Eldari,Felix,SS Aurora,False
CRW2513,26,25,Navigator,Moderate,Andromedan,Nova Terra,SS Aurora,False
CRW2514,115,19,Communications Officer,Moderate,Krell,Andromeda Prime,SS Andromeda,False
CRW2515,117,63,Medical Officer,High,Human,Andromeda Prime,SS Aurora,False
CRW2516,29,9,Communications Officer,High,Andromedan,Aquaros,SS Orion,False
CRW2517,85,82,Medical Officer,High,Andromedan,Earth,SS Solaris,False
CRW2518,159,66,Medical Officer,Moderate,Felid,Aquaros,SS Andromeda,False
CRW2519,59,23,Scientist,Moderate,Aquarion,Vulpes,SS Odyssey,True
CRW2520,132,4,Engineer,Moderate,Draconian,Aquaros,SS Aurora,False
CRW2521,133,66,Scientist,Moderate,Xel'Naga,Vulpes,SS Odyssey,True
CRW2522,102,57,Security,Moderate,Felid,Dracos,SS Solaris,False
CRW2523,157,26,Scientist,High,Krell,Earth,SS Andromeda,False
CRW2524,125,79,Communications Officer,High,Vulperian,Nova Terra,SS Solaris,False
CRW2525,174,14,Communications Officer,High,Vulperian,Aquaros,SS Odyssey,True
CRW2526,94,34,Security,Low,Felid,Earth,SS Andromeda,False
CRW2527,199,75,Pilot,Low,Synthoid,Felix,SS Endeavor,False
CRW2528,70,52,Pilot,High,Krell,Felix,SS Andromeda,True
CRW2529,57,43,Security,Moderate,Zetan,Dracos,SS Aurora,True
CRW2530,147,25,Security,Low,Synthoid,Zylar IV,SS Odyssey,False
CRW2531,89,46,Scientist,Moderate,Synthoid,Nova Terra,SS Solaris,False
CRW2532,99,33,Security,High,Andromedan,Eldar,SS Solaris,False
CRW2533,126,86,Engineer,High,Krell,Krellar,SS Solaris,False
CRW2534,190,94,Pilot,Moderate,Xel'Naga,Earth,SS Orion,False
CRW2535,143,49,Pilot,Low,Synthoid,Zeta Reticuli,SS Orion,False
CRW2536,140,83,Navigator,Moderate,Draconian,Earth,SS Aurora,False
CRW2537,135,11,Security,High,Eldari,Vulpes,SS Endeavor,False
CRW2538,31,86,Medical Officer,High,Zetan,Eldar,SS Orion,False
CRW2539,170,3,Medical Officer,Moderate,Zetan,Zeta Reticuli,SS Andromeda,True
CRW2540,185,86,Security,Low,Synthoid,Aquaros,SS Odyssey,True
CRW2541,161,47,Engineer,Moderate,Draconian,Dracos,SS Aurora,False
CRW2542,112,54,Medical Officer,Moderate,Eldari,Felix,SS Endeavor,False
CRW2543,23,0,Navigator,High,Human,Zeta Reticuli,SS Andromeda,True
CRW2544,139,88,Communications Officer,Low,Aquarion,Aquaros,SS Solaris,False
CRW2545,34,65,Security,Moderate,Aquarion,Felix,SS Orion,False
CRW2546,181,29,Engineer,High,Aquarion,Aquaros,SS Andromeda,False
CRW2547,116,2,Engineer,Moderate,Andromedan,Felix,SS Endeavor,False
CRW2548,165,20,Scientist,High,Zetan,Aquaros,SS Aurora,True
CRW2549,53,88,Engineer,High,Vulperian,Vulpes,SS Andromeda,True
CRW2550,53,83,Medical Officer,High,Vulperian,Zeta Reticuli,SS Aurora,False
CRW2551,145,48,Communications Officer,High,Andromedan,Andromeda Prime,SS Solaris,True
CRW2552,32,85,Medical Officer,High,Synthoid,Dracos,SS Endeavor,False
CRW2553,31,84,Security,Moderate,Krell,Zylar IV,SS Endeavor,False
CRW2554,36,61,Communications Officer,Moderate,Krell,Earth,SS Orion,False
CRW2555,38,96,Security,Moderate,Aquarion,Vulpes,SS Odyssey,False
CRW2556,189,37,Engineer,High,Felid,Nova Terra,SS Endeavor,False
CRW2557,167,14,Navigator,High,Krell,Zylar IV,SS Andromeda,False
CRW2558,174,51,Pilot,Moderate,Synthoid,Dracos,SS Andromeda,False
CRW2559,80,78,Communications Officer,High,Felid,Vulpes,SS Andromeda,False
CRW2560,99,45,Scientist,High,Human,Zylar IV,SS Solaris,False
CRW2561,145,24,Pilot,Low,Andromedan,Earth,SS Endeavor,False
CRW2562,135,20,Engineer,Moderate,Human,Aquaros,SS Endeavor,True
CRW2563,43,87,Engineer,Low,Zetan,Felix,SS Andromeda,True
CRW2564,179,4,Pilot,Moderate,Krell,Eldar,SS Orion,False
CRW2565,193,69,Scientist,High,Eldari,Aquaros,SS Orion,False
CRW2566,53,46,Communications Officer,Moderate,Aquarion,Dracos,SS Endeavor,False
CRW2567,195,86,Communications Officer,High,Andromedan,Earth,SS Endeavor,False
CRW2568,134,67,Pilot,Moderate,Aquarion,Zylar IV,SS Aurora,False
CRW2569,141,90,Security,High,Krell,Krellar,SS Endeavor,False
CRW2570,170,17,Medical Officer,Low,Xel'Naga,Eldar,SS Andromeda,False
CRW2571,143,20,Navigator,High,Krell,Aquaros,SS Odyssey,False
CRW2572,53,91,Security,Low,Andromedan,Andromeda Prime,SS Solaris,False
CRW2573,140,98,Communications Officer,Low,Felid,Zylar IV,SS Endeavor,False
CRW2574,60,85,Medical Officer,Moderate,Vulperian,Aquaros,SS Endeavor,False
CRW2575,33,22,Navigator,Moderate,Felid,Zylar IV,SS Andromeda,False
CRW2576,196,63,Navigator,Moderate,Andromedan,Eldar,SS Aurora,False
CRW2577,39,66,Navigator,Low,Draconian,Dracos,SS Odyssey,False
CRW2578,170,39,Engineer,Moderate,Felid,Nova Terra,SS Endeavor,True
CRW2579,162,9,Navigator,Moderate,Eldari,Aquaros,SS Orion,False
CRW2580,170,88,Scientist,Moderate,Krell,Zylar IV,SS Orion,False
CRW2581,147,51,Pilot,Low,Draconian,Nova Terra,SS Orion,False
CRW2582,157,71,Communications Officer,Moderate,Vulperian,Nova Terra,SS Solaris,False
CRW2583,67,74,Scientist,Moderate,Synthoid,Andromeda Prime,SS Solaris,False
CRW2584,125,60,Pilot,Moderate,Synthoid,Felix,SS Odyssey,False
CRW2585,156,63,Security,Low,Eldari,Nova Terra,SS Endeavor,False
CRW2586,172,4,Security,Moderate,Zetan,Eldar,SS Endeavor,False
CRW2587,107,52,Pilot,High,Eldari,Earth,SS Endeavor,True
CRW2588,171,54,Scientist,Moderate,Eldari,Nova Terra,SS Solaris,False
CRW2589,110,36,Pilot,Low,Eldari,Krellar,SS Odyssey,False
CRW2590,43,55,Navigator,Moderate,Eldari,Zylar IV,SS Endeavor,True
CRW2591,113,58,Engineer,Low,Eldari,Nova Terra,SS Andromeda,False
CRW2592,50,92,Communications Officer,High,Human,Zeta Reticuli,SS Aurora,False
CRW2593,34,68,Security,Moderate,Vulperian,Earth,SS Orion,False
CRW2594,23,72,Communications Officer,Moderate,Andromedan,Vulpes,SS Orion,False
CRW2595,50,58,Engineer,Low,Felid,Earth,SS Andromeda,False
CRW2596,48,1,Navigator,High,Krell,Dracos,SS Endeavor,False
CRW2597,71,64,Navigator,Low,Draconian,Vulpes,SS Odyssey,False
CRW2598,116,59,Security,Moderate,Eldari,Andromeda Prime,SS Odyssey,False
CRW2599,172,50,Security,High,Zetan,Earth,SS Solaris,False
CRW2600,109,29,Navigator,High,Aquarion,Felix,SS Endeavor,False
CRW2601,65,10,Medical Officer,High,Krell,Dracos,SS Odyssey,False
CRW2602,43,91,Communications Officer,Moderate,Aquarion,Earth,SS Endeavor,False
CRW2603,192,75,Engineer,High,Draconian,Nova Terra,SS Orion,False
CRW2604,186,38,Communications Officer,High,Draconian,Felix,SS Orion,False
CRW2605,118,89,Engineer,Low,Krell,Aquaros,SS Solaris,False
CRW2606,24,76,Medical Officer,High,Felid,Aquaros,SS Orion,False
CRW2607,139,71,Scientist,High,Zetan,Dracos,SS Endeavor,True
CRW2608,40,62,Engineer,Moderate,Human,Felix,SS Andromeda,False
CRW2609,44,63,Communications Officer,Moderate,Synthoid,Felix,SS Solaris,False
CRW2610,178,60,Pilot,Moderate,Draconian,Earth,SS Andromeda,False
CRW2611,51,53,Navigator,Moderate,Felid,Dracos,SS Endeavor,True
CRW2612,60,91,Navigator,Moderate,Zetan,Andromeda Prime,SS Solaris,False
CRW2613,129,93,Medical Officer,Moderate,Draconian,Aquaros,SS Andromeda,True
CRW2614,132,72,Engineer,High,Xel'Naga,Zeta Reticuli,SS Solaris,True
CRW2615,46,94,Scientist,High,Synthoid,Vulpes,SS Endeavor,True
CRW2616,149,57,Engineer,Moderate,Draconian,Eldar,SS Odyssey,False
CRW2617,132,84,Navigator,High,Zetan,Nova Terra,SS Solaris,False
